asterisk,list_name,author,display_name,book_review_link,isbn10,description,publisher,rank,price,published_date,sunday_review_link,ranks_last_week,weeks_on_list,contributor,contributor_note,primary_isbn10,article_chapter_link,dagger,age_group,isbn13,primary_isbn13,title,bestsellers_date,first_chapter_link
,,J R Ward,,,0451229444,"The target of an assassin, a black ops soldier puts his fate in the hands of a fallen angel and a beautiful public defender.",Signet,,0,,,,,by J. R. Ward,,,,,,9780451229441,,CRAVE,,
0,Combined Print and E-Book Fiction,Liliana Hart,Combined Print & E-Book Fiction,,1940499194,,Liliana Hart,16,0,2015-04-19,,,0,by Liliana Hart,,1940499194,,0,,9781940499192,9781940499192,CRAVE,2015-04-04,
,,Lara Adrian,,,0345532635,"Nathan, one of the most lethal Breed vampires, must pursue a powerful, hidden enemy.",Delacorte,,0,,,,,by Lara Adrian,,,,,,9780345532633,,CRAVE THE NIGHT,,
0,Combined Print and E-Book Fiction,Helen Hardt,Combined Print & E-Book Fiction,,,A jilted bride decamps to a Colorado ranch where she finds solace in the form of her friend's brother.,Waterhouse,20,0,2016-08-07,,,0,by Helen Hardt,,None,,0,,,A00B01FWPZQRY,CRAVING,2016-07-23,
0,Advice How-To and Miscellaneous,Chrissy Teigen with Adeena Sussman,"Advice, How-To & Miscellaneous",,1101903910,"The model and television personality's cooking tips and recipes for the definitely-not-diet foods she loves, like French toast casserole with salted Frosted Flakes.",Clarkson Potter,6,0,2016-07-31,,,21,by Chrissy Teigen with Adeena Sussman,,1101903910,,1,,9781101903919,9781101903919,CRAVINGS,2016-07-16,
,,Edie Meidav,,,0312425759,,,,0,,https://www.nytimes.com/2005/08/14/books/review/14MUNSONL.html,,,,,,,,,9780312425753,,Crawl Space: A Novel,,
,,Nani Power,,,0871137844,,,,0,,https://www.nytimes.com/2001/04/29/books/raw-bar.html,,,,,,,,,9780871137845,,Crawling At Night: A Novel,,
,,Jessica Warner,,,1568582315,,,,0,,https://www.nytimes.com/2003/01/19/books/juniper-madness.html,,,,,,,,,9781568582313,,Craze: Gin and Debauchery in an Age of Reason,,
,,Benjamin Lebert,,https://www.nytimes.com/2000/05/01/books/books-of-the-times-he-s-16-he-s-handicapped-and-he-has-to-grow-up.html,0375409130,,,,0,,https://www.nytimes.com/2000/05/14/books/pup-fiction.html,,,,,,,,,9780375409134,,Crazy,,
,,Rob Dobrenski,,,,The founder of ShrinkTalk.net explains how he deals with his own personal problems and those of the people he treats.,Lyons Press,,0,,,,,by Rob Dobrenski,,,,,,,,CRAZY,,
,,Norman Ollestad,,https://www.nytimes.com/2009/06/11/books/11masl.html,0061886432,An 11-year-old survives the plane crash that killed his father and hikes down a mountain alone in a blizzard.,Ecco,,0,,,,,by Norman Ollestad,,,,,,9780061886430,,CRAZY FOR THE STORM,,
,,Jennifer Crusie,,,125004233X,,,,0,,https://www.nytimes.com/1999/04/11/books/tuneup.html,,,,,,,,,9781250042330,,Crazy for You,,
,,written  Neil Gaiman   Dave McKean,,,,"A head of twistin,g tangling trails and loops, where gorillas leap and ground sloths sleep.",HarperCollins,,18.99,,,,,written by Neil Gaiman. Illustrated by Dave McKean,written by Neil Gaiman. Illustrated by Dave McKean,,,,Ages 4 to 8,,,CRAZY HAIR,,
,,Stephen Ambrose,,,1497659264,The parallel lives of George Armstrong Custer and the Oglala Sioux leader Crazy Horse. Originally published in 1975.,Open Road,,0,,,,,by Stephen Ambrose,,,,,,9781497659261,,CRAZY HORSE AND CUSTER,,
,,Mark Childress,,,0345389247,,,,0,,https://www.nytimes.com/1993/08/22/books/the-head-in-the-tupperware-bowl.html,,,,,,,,,9780345389244,,Crazy in Alabama,,
,,Linda Rottenberg,,,1591846641,,Portfolio,,0,,,,,by Linda Rottenberg,,,,,,9781591846642,,CRAZY IS A COMPLIMENT,,
,,Scott Collins,,,1591840295,,,,0,,https://www.nytimes.com/2004/04/18/books/from-start-up-to-upstart.html,,,,,,,,,9781591840299,,Crazy Like a Fox: The Inside Story of How Fox News Beat CNN,,
,,Francis Chan with Danae Yankoski,,,1613753845,A pastor on breaking free from the religious status quo.,David C. Cook,,0,,,,,by Francis Chan with Danae Yankoski,,,,,,9781613753842,,CRAZY LOVE,,
,,Leslie Morgan Steiner,,,,A columnist’s memoir of an abusive relationship.,St. Martin’s,,0,,,,,by Leslie Morgan Steiner,,,,,,,,CRAZY LOVE,,
,,Frances Chung,,,0819564168,,,,0,,https://www.nytimes.com/2001/02/25/books/books-in-brief-fiction-poetry-948144.html,,,,,,,,,9780819564160,,Crazy Melon and Chinese Apple: The Poems of Frances Chung (Wesleyan Poetry Series),,
,,Rachel Gibson,,,0062130862,"The ""crazy"" (not really) sister of the heroine of ""Daisy's Back in Town"" attracts the romantic attention of the cop next door.",HarperCollins Publishers,,0,,,,,by Rachel Gibson,,,,,,9780062130860,,CRAZY ON YOU,,
,,Jerry Oppenheimer,,,0312662114,A group biography of the Johnson & Johnson dynasty.,St. Martin's,,0,,,,,by Jerry Oppenheimer,,,,,,9780312662110,,CRAZY RICH,,
,,Kevin Kwan,,https://www.nytimes.com/2013/07/01/books/kevin-kwans-crazy-rich-asians-depicts-a-cult-of-opulence.html,0385536976,,,,0,,,,,,,,,,,9780385536974,,Crazy Rich Asians,,
,,Kris Carr,,,1599218011,A vegetarian pH-balancing diet.,Skirt,,0,,,,,by Kris Carr,,,,,,9781599218014,,CRAZY SEXY DIET,,
,,Kris Carr with Chad Sarno,,,1401941044,A vegetarian cookbook from the Crazy Sexy Life wellness coach.,Hay House,,29.95,,,,,by Kris Carr with Chad Sarno,,,,,,9781401941048,,CRAZY SEXY KITCHEN,,
,,Professor Jack Matthews,,,0801834694,,,,0,,https://www.nytimes.com/1985/08/18/books/in-the-logic-of-events-horror.html,,,,,,,,,9780801834691,,Crazy Women (Johns Hopkins: Poetry and Fiction),,
0,E-Book Fiction,Alice Clayton,E-Book Fiction,,1501118161,,Gallery,12,0,2016-07-31,,,0,by Alice Clayton,,1501118161,,0,,9781501118166,9781501118166,CREAM OF THE CROP,2016-07-16,
,,Joanne Fluke,,,075821023X,Hannah Swenson searches for the killer of a seductive fitness instructor; recipes included.,Kensington,,24,,,,,by Joanne Fluke,,,,,,9780758210234,,CREAM PUFF MURDER,,
,,James Rachels,,,0192861298,,,,0,,https://www.nytimes.com/1991/10/20/books/new-noteworthy.html,,,,,,,,,9780192861290,,Created from Animals: The Moral Implications of Darwinism (Oxford Paperbacks),,
,,Heidi Toffler,,,1570362238,,,,0,,https://www.nytimes.com/1995/05/07/books/surfing-the-third-wave.html,,,,,,,,,9781570362231,,Creating a New Civilization: The Politics of the Third Wave,,
,,Muhammad Yunus,,,,"Using business to wipe out hunger, homelessness and other ills.",PublicAffairs,,14.95,,,,,by Muhammad Yunus,,,,,,,,CREATING A WORLD WITHOUT POVERTY,,
,,Joan Acocella,,,0787947946,,,,0,,https://www.nytimes.com/1999/11/21/books/i-contain-multitudes.html,,,,,,,,,9780787947941,,Creating Hysteria: Women and Multiple Personality Disorder,,
,,G. Edward White,,,0691034885,,,,0,,https://www.nytimes.com/1996/04/07/books/diamond-in-the-rough.html,,,,,,,,,9780691034881,,Creating the National Pastime Baseball Transforms Itself 1903-1953,,
,,Katherine Govier,,,1585674109,,,,0,,https://www.nytimes.com/2003/07/13/books/audubon-s-sweetheart.html,,,,,,,,,9781585674107,,Creation,,
,,Tom Hill and Richard Hill,,,1560984538,,Smithsonian,,0,,,,,by Tom Hill and Richard Hill,,,,,,9781560984535,,CREATION'S JOURNEY,,
,,Gore Vidal,,,0375727051,,,,0,,https://www.nytimes.com/1981/03/29/books/vidal-s-5th-century-bc.html,,,,,,,,,9780375727054,,Creation: A Novel,,
,,E.L. Doctorow,,,1400064953,,,,0,,https://www.nytimes.com/2006/09/24/books/review/Powers.t.html,,,,,,,,,9781400064953,,Creationists: Selected Essays: 1993-2006,,
,,Rocky Morton,,,0521262518,,,,0,,https://www.nytimes.com/1985/04/21/books/science-technolgy-science-in-short.html,,,,,,,,,9780521262514,,Creative Computer Graphics,,
,,Tom Kelley and David Kelley,,,0385349378,Nurturing creativity and putting it to use.,Crown Business,,0,,,,,by Tom Kelley and David Kelley,,,,,,9780385349376,,CREATIVE CONFIDENCE,,
0,Games and Activities,Marty Noble,Games and Activities,,0486493105,"Challenging color-in paisleys and intertwined vines swirl around peacocks, swans and butterflies.",Dover,3,0,2015-08-09,,,0,Illustrated by Marty Noble,Illustrated by Marty Noble,0486493105,,0,,9780486493107,9780486493107,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK,2015-07-25,
0,Games and Activities,Marjorie Sarnat,Games and Activities,,0486789640,For cat lovers and colorists.,Dover,3,0,2015-09-13,,,0,Illustrated by Marjorie Sarnat,Illustrated by Marjorie Sarnat,0486789640,,0,,9780486789644,9780486789644,CREATIVE HAVEN CREATIVE CATS COLORING BOOK,2015-08-29,
0,Games and Activities,Marjorie Sarnat,Games and Activities,,0486803821,For dog lovers and colorists.,Dover,4,0,2016-07-10,,,0,illustrated by Marjorie Sarnat,illustrated by Marjorie Sarnat,0486803821,,0,,9780486803821,9780486803821,CREATIVE HAVEN DAZZLING DOGS COLORING BOOK,2016-06-25,
0,Education,Ken Robinson and Lou Aronica,Education,,0143108069,A manifesto arguing for radical transformation away from an entrenched test-driven model and toward more energetic organic personalized training.,Penguin,10,0,2016-05-15,,,0,by Ken Robinson and Lou Aronica,,0143108069,,0,,9780143108061,9780143108061,CREATIVE SCHOOLS,2016-04-30,
,,Ed Catmull with Amy Wallace,,,0593070097,"How managers can develop an environment that promotes creativity, by the co-founder and president of Pixar Animation.",Random House,,0,,,,,by Ed Catmull with Amy Wallace,,,,,,9780593070093,,"CREATIVITY, INC",,
,,,,,0811869784,,,,0,,https://www.nytimes.com/2009/12/06/books/review/Marcus-t.html,,,,,,,,,9780811869782,,Creature ABC,,
,,Djuna Barnes,,,0385277970,,,,0,,https://www.nytimes.com/1983/01/09/books/minor-work-of-a-major-writer.html,,,,,,,,,9780385277976,,Creatures in an Alphabet,,
,,Charles Tilly,,,0691135789,,,,0,,https://www.nytimes.com/2008/08/17/books/review/Star-t.html,,,,,,,,,9780691135786,,Credit and Blame,,
,,Linda Lael Miller,,,0373775806,"Conner Creed, a hard-working rancher in Lonesome Bend, is reunited with the identical twin brother he’s been estranged from for years.",HQN,,0,,,,,by Linda Lael Miller,,,,,,9780373775804,,CREED'S HONOR,,
,,Molly Giles,,,068485287X,,,,0,,https://www.nytimes.com/1997/03/02/books/from-beyond-the-grave.html,,,,,,,,,9780684852874,,Creek Walk and Other Stories,,
,,Aaron Reynolds,,,1442402970,A rabbit’s comeuppance.,Simon & Schuster,,16.99,,,,,by Aaron Reynolds. Illustrated by Peter Brown,Illustrated by Peter Brown,,,,Ages 4 to 8,9781442402973,,CREEPY CARROTS!,,
0,Childrens Middle Grade Hardcover,Katherine Applegate,Children’s Middle Grade Hardcover,,1250080223,A giant cat on a surfboard appears to a boy on the verge of homelessness.,Feiwel & Friends,7,0,2015-12-13,https://www.nytimes.com/2015/11/08/books/review/crenshaw-by-katherine-applegate.html,,10,by Katherine Applegate,,1250043239,,0,,9781250080226,9781250043238,CRENSHAW,2015-11-28,
,,James Lee Burke,,,141044953X,The Louisiana detective Dave Robicheaux hunts for a missing Cajun singer.,Simon & Schuster,,0,,https://www.nytimes.com/2012/07/22/books/review/james-lee-burkes-creole-belle-and-more.html,,,by James Lee Burke,,,,,,9781410449535,,CREOLE BELLE,,
,,Becca Fitzpatrick,,,,"A world where the truth is sought and feared; a sequel to “Hush, Hush.”",Simon & Schuster,,18.99,,,,,by Becca Fitzpatrick,,,,,Ages 14 and up,,,CRESCENDO,,
,,Stephen Kinzer,,,0374531404,,,,0,,https://www.nytimes.com/2001/10/21/books/the-new-young-turks.html,,,,,,,,,9780374531409,,Crescent and Star: Turkey Between Two Worlds,,
,,Clive Cussler and Dirk Cussler,,,0425242390,Dirk Pitt seeks to discover the connection between a trove of ancient Roman artifacts and a series of mosque explosions.,Berkley,,9.99,,,,,by Clive Cussler and Dirk Cussler,,,,,,9780425242391,,CRESCENT DAWN,,
,,She Lao,,,0835113345,,,,0,,https://www.nytimes.com/1986/07/06/books/rebels-victims-and-apologists.html,,,,,,,,,9780835113342,,Crescent Moon and Other Stories (Panda Books),,
,,Diana Abu-Jaber,,,0393325547,,,,0,,https://www.nytimes.com/2003/06/08/books/books-in-brief-fiction-906859.html,,,,,,,,,9780393325546,,Crescent: A Novel,,
,,Maria Hinojosa,,,0152002839,,,,0,,https://www.nytimes.com/1995/05/07/books/children-s-books-bookshelf-760195.html,,,,,,,,,9780152002831,,Crews: Gang Members Talk to Maria Hinojosa,,
,,Gitta Sereny,,,0805060677,,,,0,,https://www.nytimes.com/1999/04/18/books/a-bad-seed.html,,,,,,,,,9780805060676,,Cries Unheard: Why Children Kill: The Story of Mary Bell,,
,,James Ellroy,,,037570471X,,,,0,,https://www.nytimes.com/1999/03/14/books/books-in-brief-nonfiction-606880.html,,,,,,,,,9780375704710,,Crime Wave: Reportage and Fiction from the Underside of L.A.,,
,,Irvine Welsh,,,039333550X,,,,0,,https://www.nytimes.com/2008/10/19/books/review/Rich-t.html,,,,,,,,,9780393335507,,Crime: A Novel,,
,,David Limbaugh,,,1596986247,A political indictment of the Obama presidency.,Regnery,,29.95,,,,,by David Limbaugh,,,,,,9781596986244,,CRIMES AGAINST LIBERTY,,
,,Nadine Gordimer,,,0435906682,,,,0,,https://www.nytimes.com/1991/06/02/books/miniatures-in-black-and-white.html,,,,,,,,,9780435906689,,Crimes of Conscience (African Writers Series),,
,,Karin Slaughter,,,0345528522,"A college student is missing, and Will Trent, an agent with the Georgia Bureau of Investigation, and his mentor, the deputy director Amanda Wagner, are forced to confront old mysteries.",Dell,,0,,,,,by Karin Slaughter,,,,,,9780345528520,,CRIMINAL,,
,,Nicolas Freeling,,,0879239735,,,,0,,https://www.nytimes.com/1994/10/02/books/crime-mystery-the-mysteries-of-literature.html,,,,,,,,,9780879239732,,Criminal Convictions: Errant Essays on Perpetrators of Literary License,,
,,Barbara Parker,,,0451184742,,,,0,,https://www.nytimes.com/1997/04/13/books/books-in-brief-fiction-452572.html,,,,,,,,,9780451184740,,Criminal Justice,,
,,Ed Brubaker and Sean Phillips,,,0785158294,"This noir series continues with a look at the life of Riley Richards, who seems to have it all, yet is still plotting a murder.",Marvel Comics,,14.99,,,,,by Ed Brubaker and Sean Phillips,,,,,,9780785158295,,"CRIMINAL, VOL. 6",,
,,Margot Livesey,,,0140262776,,,,0,,https://www.nytimes.com/1996/03/31/books/kidnapped.html,,,,,,,,,9780140262773,,Criminals,,
0,Combined Print and E-Book Fiction,Laurell K Hamilton,Combined Print & E-Book Fiction,,1101987731,"The vampire hunter Anita Blake, her friend Edward and her servant Damian travel to Ireland to battle an unusual vampire infestation.",Berkley,6,0,2016-10-30,,,1,by Laurell K. Hamilton,,None,,0,,9781101987735,9781101987759,CRIMSON DEATH,2016-10-15,
,,Mal Moore with Steve Townsend,,,0692299416,,The Mal and Charlotte Moore Crimson Heart Foundation,,0,,,,,by Mal Moore with Steve Townsend,,,,,,9780692299418,,CRIMSON HEART,,
,,Douglas Preston and Lincoln Child,,,1455525944,A crime in a quaint Massachusetts town may be connected to rumors of a colony of witches who settled there after the Salem trials.,Grand Central,,0,,,,,by Douglas Preston and Lincoln Child,,,,,,9781455525942,,CRIMSON SHORE,,
,,Ayano Yamane,,,1421564238,"Prince Vald is forever cursed to transform into a demon every night, unless a powerful sorcerer named Halvi can help him break the spell!",VIZ Media,,0,,,,,by Ayano Yamane,,,,,,9781421564234,,"CRIMSON SPELL, VOL. 3",,
,,Ayano Yamane,,,1421564246,"Prince Vald is forever cursed to transform into a demon every night, unless a powerful sorcerer named Halvi can help him break the spell!",VIZ Media,,0,,,,,by Ayano Yamane,,,,,,9781421564241,,"CRIMSON SPELL, VOL. 4",,
,,Ayano Yamane,,,1421567652,"Prince Vald is forever cursed to transform into a demon every night, unless a powerful sorcerer named Halvi can help him break the spell!",VIZ Media,,0,,,,,by Ayano Yamane,,,,,,9781421567655,,"CRIMSON SPELL, VOL. 5",,
,,Donald J Trump,,,1508212988,The real estate developer and candidate for the Republican presidential nomination shares his ideas for making America great again.,Threshold Editions,,0,,,,,by Donald J. Trump,,,,,,9781508212980,,CRIPPLED AMERICA,,
,,Nouriel Roubini and Stephen Mihm,,https://www.nytimes.com/2010/05/07/books/07book.html,1594202508,"How the global financial system broke down in 2008, and what may happen if new regulations are not embraced.",Penguin Press,,27.95,,https://www.nytimes.com/2010/06/27/books/review/Barrett-t.html,,,by Nouriel Roubini and Stephen Mihm,,,,,,9781594202506,,CRISIS ECONOMICS,,
,,John Strohmeyer,,,0917561236,,,,0,,https://www.nytimes.com/1986/10/26/books/books-business-business-in-short-944486.html,,,,,,,,,9780917561238,,Crisis in Bethlehem: Big Steel's Struggle to Survive,,
0,Hardcover Nonfiction,Gary J Byrne with Grant M Schmidt,Hardcover Nonfiction,,147894367X,A former Secret Service officer claims to have witnessed scandalous behavior by the Clintons.,Center Street,3,0,2016-08-21,,,6,by Gary J. Byrne with Grant M. Schmidt,,1455568872,,0,,9781478943679,9781455568871,CRISIS OF CHARACTER,2016-08-06,
,,Gerry Conway and others,,,140123822X,The greatest heroes of two worlds take on some of the most evil villains of three earths.,DC Comics,,0,,,,,by Gerry Conway and others,,,,,,9781401238223,,"CRISIS ON MULTIPLE EARTHS, VOL. 6",,
,,Hamilton Jordan,,,0399127380,,,,0,,https://www.nytimes.com/1982/10/03/books/the-style-of-three-presidents-182869.html,,,,,,,,,9780399127380,,Crisis: The last year of the Carter presidency,,
,,Janet Groth,,,1593760507,,,,0,,https://www.nytimes.com/1985/07/28/books/the-last-of-the-big-time-polymaths.html,,,,,,,,,9781593760502,,Critic in Love: A Romantic Biography of Edmund Wilson,,
,,Robin Cook,,,,A medical examiner investigates infection deaths at Manhattan hospitals whose main financial backer is a Mafia don.,Berkley,,9.99,,,,,by Robin Cook,,,,,,,,CRITICAL,,
,,Tom Daschle with Scott S Greenberger and Jeanne M Lambrew,,,,,Thomas Dunne,,0,,,,,by Tom Daschle with Scott S. Greenberger and Jeanne M. Lambrew,,,,,,,,CRITICAL,,
,,R. Buckminster Fuller,,,0312174918,,,,0,,https://www.nytimes.com/1981/04/19/books/nonfiction-in-brief-091318.html,,,,,,,,,9780312174910,,Critical Path,,
,,Julia Darling,,,0060090405,,,,0,,https://www.nytimes.com/2000/05/21/books/119th-nervous-breakdown.html,,,,,,,,,9780060090401,,Crocodile Soup: A Novel,,
,,Douglas Brinkley,,,006137427X,A biography of the newsman and longtime anchor of the “CBS Evening News.”,Harper/HarperCollins,,34.99,,https://www.nytimes.com/2012/07/08/books/review/cronkite-a-biography-by-douglas-brinkley.html,,,by Douglas Brinkley,,,,,,9780061374272,,CRONKITE,,
0,Young Adult Hardcover,Leigh Bardugo,Young Adult Hardcover,,1627797912,Kaz and his cohort set their sights on rescue and revenge in Ketterdam.,Holt,10,0,2017-01-29,,,8,by Leigh Bardugo,,1627792139,,0,,9781627797917,9781627792134,CROOKED KINGDOM,2017-01-14,
,,Tom Franklin,,,0062048740,Crime and racial animus affect a long friendship in small-town Mississippi.,HarperCollins Publishers,,0,,,,,by Tom Franklin,,,,,,9780062048745,,"CROOKED LETTER, CROOKED LETTER",,
,,Anne Lamott,,,0385491808,,,,0,,https://www.nytimes.com/1997/08/17/books/like-watching-tennis.html,,,,,,,,,9780385491808,,Crooked Little Heart: A Novel,,
